transaction_id,account_id,transaction_type,amount,transaction_date,description
4241,711,Credit,2035.75,,Offer health think.
4242,335,Debit,1118.85,2020-11-01,Discover character ability southern approach you.
4243,362,Credit,3873.83,2024-02-19,
4244,724,Debit,4922.79,,Policy feeling life major start grow head apply.
4245,61,Credit,1174.14,2020-02-26,Coach along Mr add consider nearly interesting.
4246,291,Credit,1816.44,2023-10-26,
4247,515,Credit,2277.42,2024-07-11,Minute enough traditional statement future.
4248,116,Credit,2910.8,2019-12-18,Eat after trouble foreign series speak.
4249,797,Debit,2393.3,2024-02-20,Likely sister quality radio.
4250,647,Debit,2057.35,2021-01-14,Scientist student way skin man here memory.
4251,46,Credit,4815.07,2021-01-24,Leave yes current according kitchen can.
4252,73,Credit,3008.8,2021-09-07,Project everyone marriage piece create dream.
4253,979,Debit,995.32,2022-06-15,Series personal mother only use.
4254,976,Debit,2393.52,,Push main company past sound behind society.
4255,182,Debit,785.93,2022-02-10,Air hotel history involve.
4256,142,Debit,4777.72,2024-06-13,Age say garden allow.
4257,14,Credit,4345.72,,Sea each want soldier modern.
4258,67,Credit,988.59,2020-05-31,
4259,978,Credit,1489.85,2020-03-11,Worry enter traditional off entire citizen guess.
4260,50,Debit,2637.38,2021-09-26,
4261,840,Debit,3029.08,,Sign late finally.
4262,387,Debit,4232.92,2023-02-27,
4263,793,Debit,3031.99,2023-01-21,Also especially wind none.
4264,991,Debit,4593.06,2019-12-08,Debate identify water bank.
4265,311,Credit,3562.49,2022-07-09,Nature same real.
4266,662,Debit,3053.46,,Too fine long less type well dinner.
4267,666,Debit,1875.2,2023-12-27,Left really investment another.
4268,93,Debit,517.18,2022-04-29,Contain best she. Early whatever father.
4269,59,Debit,701.33,2024-06-13,State fill company.
4270,853,Credit,4014.22,2022-01-22,Send visit answer discuss.
4271,402,Debit,772.83,2022-03-24,Chance wall sister throw young including.
4272,299,Credit,2466.5,2020-04-04,
4273,691,Credit,556.51,2019-10-03,During attorney seek for material.
4274,364,Debit,4878.2,2020-12-08,Step book sing.
4275,679,Debit,3544.95,2021-03-30,Two eight second time trouble five.
4276,386,Credit,3760.71,2024-07-24,
4277,583,Debit,2512.03,2021-12-26,Operation happy must health. Office toward war.
4278,355,Credit,2231.63,2023-02-11,
4279,266,Credit,4161.73,2024-01-02,Word military treatment soldier money challenge.
4280,568,Credit,4631.88,2021-05-04,
4281,782,Debit,3017.41,2023-12-27,Scene crime four energy another good.
4282,243,Credit,2125.25,2019-10-28,
4283,863,Debit,3958.61,2020-03-11,Civil might see poor successful.
4284,995,Credit,1189.78,2021-05-31,Write evidence Republican base culture.
4285,840,Debit,13.55,2021-12-16,
4286,181,Debit,1996.28,2023-10-10,Property need marriage treatment step.
4287,459,Debit,2745.04,2020-05-06,Republican discuss pass whatever still value.
4288,901,Credit,2785.84,2019-12-25,Successful quality add natural.
4289,449,Debit,1274.95,2024-01-11,
4290,59,Debit,4564.71,2022-05-05,
4291,84,Debit,3427.22,2022-11-24,
4292,753,Credit,63.66,2020-07-11,Act see four which.
4293,605,Debit,,2020-03-18,Audience generation reduce follow show yard bag.
4294,297,Credit,679.16,2022-08-09,Smile off sister value sort western.
4295,541,Credit,518.32,2020-12-24,Phone whole customer machine.
4296,390,Debit,3563.81,2022-05-19,Region long officer sell skin painting moment.
4297,9,Credit,642.73,2020-12-16,Somebody better probably rate response and.
4298,41,Credit,3080.84,2022-02-15,Late current style now add carry against.
4299,319,Debit,3727.6,2024-06-05,
4300,509,Credit,1124.63,2021-10-13,Look class rise car.
4301,285,Credit,2711.27,2024-01-18,West treat act agree he certain.
4302,169,Credit,1070.34,2024-06-30,
4303,998,Credit,1311.11,2020-06-19,Data common simply themselves environmental.
4304,513,Debit,1631.21,,Per machine letter adult film indeed often.
4305,731,Debit,4141.73,2022-12-24,Worker spring baby figure than nice.
4306,915,Credit,2320.94,2019-10-30,
4307,187,Debit,2551.82,2024-05-27,Develop whose make claim.
4308,412,Debit,2567.52,2019-12-10,Condition oil reflect apply.
4309,499,Debit,3544.69,2022-07-16,Budget start style.
4310,15,Debit,,2021-06-09,Throw collection dog teacher activity.
4311,107,Debit,868.41,2022-08-17,Recently rule who skill feeling sometimes.
4312,405,Debit,938.84,2022-08-30,Body visit common toward grow.
4313,529,Debit,4108.18,2024-05-25,Kind defense just everybody billion.
4314,530,Debit,2573.27,2021-09-19,Do line return politics power.
4315,107,Debit,2643.97,2022-11-23,Can strategy memory consumer two.
4316,517,Debit,,2023-10-10,He father cell baby.
4317,982,Debit,161.57,2022-07-10,Impact child class trial.
4318,2,Debit,2706.54,2021-01-08,Make sea out lawyer eye audience.
4319,68,Debit,3965.41,2024-06-10,Seat today animal million half.
4320,857,Debit,994.58,2024-01-14,Human front hope.
4321,26,Credit,3518.89,2023-08-12,Specific money spend serious party value.
4322,787,Credit,2115.21,2022-01-02,Step product memory defense herself like treat.
4323,379,Debit,3991.42,2023-11-28,Use actually relationship spring lay and room.
4324,813,Debit,1731.8,2021-04-01,Give section film hear finally state traditional.
4325,971,Debit,3350.94,2022-12-20,Check executive goal serious itself gun service.
4326,444,Debit,3315.57,2021-05-28,
4327,560,Debit,2562.24,2019-12-03,
4328,894,Credit,4233.43,2023-04-23,Baby ok game investment condition despite.
4329,269,Debit,2390.68,2020-11-05,
4330,113,Debit,2473.62,2020-02-18,
4331,384,Debit,4468.12,2023-07-13,
4332,862,Credit,4648.47,2021-06-25,Land computer guy summer close sense nothing.
4333,544,Debit,2237.88,2022-05-01,Identify audience size turn watch eight strong.
4334,878,Debit,3086.58,2020-07-27,Focus property trip race check line.
4335,103,Credit,4243.06,2020-04-14,
4336,66,Credit,359.95,2021-03-30,Baby including against east woman before dream.
4337,523,Debit,4432.79,2020-06-24,
4338,658,Debit,2686.29,2023-09-24,Garden music election him south note.
4339,906,Debit,384.84,2024-02-14,
4340,886,Credit,2536.16,2021-04-26,Total soon alone bring either power.
4341,983,Credit,1873.31,2020-03-21,
4342,148,Credit,98.79,2019-10-13,Outside significant model on school gas song lay.
4343,116,Debit,2762.44,2023-12-29,Lay audience ten society successful social word.
4344,622,Credit,4860.43,2021-09-13,Foreign east one election professor.
4345,273,Credit,3095.1,2023-05-31,Eat company sea ground very professor along.
4346,658,Debit,238.25,2023-01-02,Happy field blood security enough.
4347,653,Credit,4419.28,,Nice find tell he man high arrive.
4348,961,Debit,1398.18,2023-02-22,
4349,878,Debit,410.04,2020-06-25,
4350,841,Credit,3762.2,2022-01-26,Wall certainly audience.
4351,155,Credit,2355.21,,Not other way teacher three.
4352,284,Credit,1648.93,2023-11-09,Feel doctor avoid most onto dark.
4353,68,Credit,924.71,2022-09-04,Safe item analysis leave realize democratic.
4354,548,Credit,637.69,2023-05-13,Push hospital protect.
4355,244,Credit,4656.26,2020-08-02,Nor want reality station perform.
4356,885,Debit,,2020-11-11,Party range right put. Participant more rate.
4357,868,Debit,1367.24,2020-03-18,
4358,467,Credit,2973.39,2020-03-24,Myself point beyond. Care throughout you.
4359,844,Debit,2163.44,2020-10-14,
4360,156,Debit,1565.58,2020-08-22,
4361,940,Debit,2778.59,2024-02-11,Down him part field until notice front.
4362,165,Debit,1429.72,2021-04-05,Officer follow write meeting carry.
4363,835,Credit,,2024-09-01,Amount accept building any act.
4364,125,Credit,395.03,2020-02-29,
4365,71,Credit,1336.93,2022-03-18,
4366,18,Credit,113.63,2021-06-02,
4367,683,Credit,4214.82,2022-03-27,
4368,763,Credit,4364.67,2022-08-10,Drive whom hit.
4369,806,Credit,3987.1,2022-10-18,Fire world product catch.
4370,901,Debit,4409.04,2021-02-23,Affect first bad attention.
4371,593,Debit,2925.62,2023-03-10,
4372,329,Debit,4419.99,2022-01-16,
4373,194,Credit,,2023-05-28,Economy time teach quickly low success.
4374,681,Credit,2752.75,2022-10-04,Unit for consider office democratic color land.
4375,402,Credit,534.12,2023-12-03,Building understand suffer state run.
4376,70,Debit,1065.41,2024-06-24,Half foreign study collection. After any service.
4377,708,Debit,2345.7,2022-03-02,Above tough decide cost apply hit.
4378,225,Credit,1078.09,2020-09-15,Staff without over pressure.
4379,341,Debit,4930.57,2022-06-19,Method cold argue certainly.
4380,779,Credit,849.38,2020-06-30,Political word meeting up hear.
4381,629,Debit,3356.3,2020-08-05,Go performance wind animal open.
4382,128,Debit,2629.79,2021-07-20,Over activity second movement side.
4383,489,Debit,1751.78,,
4384,8,Debit,1050.69,2021-05-10,Choice college simply billion who.
4385,84,Debit,1004.41,2023-03-31,
4386,988,Credit,1616.51,2023-02-22,May drive serious room degree matter.
4387,351,Debit,,,Threat tax speech tonight because generation.
4388,833,Debit,2764.28,2020-12-02,Early few water level. Trade range do attorney.
4389,505,Debit,585.97,2020-11-16,Event green leave girl.
4390,111,Credit,520.37,2023-09-15,
4391,889,Debit,2603.12,2024-05-19,Black read instead whether physical almost.
4392,166,Credit,1796.87,2021-12-18,For fall now film work player best.
4393,595,Credit,3583.22,2022-12-14,Race behavior possible environment.
4394,590,Debit,3124.32,2020-06-02,Share southern manage set number city himself.
4395,423,Credit,3600.72,2019-10-01,Day defense family truth ability continue.
4396,690,Credit,4424.33,2023-03-05,Recent nor least exist key.
4397,410,Debit,269.73,2023-04-13,Sign whom center.
4398,314,Credit,2543.29,2020-09-22,
4399,553,Debit,4105.9,2022-01-12,Man plant hour picture arrive age.
4400,618,Credit,593.29,2023-12-19,
4401,154,Credit,3782.96,2022-03-01,Line walk sea record water white understand.
4402,829,Credit,1314.65,2024-04-12,
4403,836,Credit,3453.64,2022-03-03,Policy sister career memory.
4404,388,Debit,145.79,2022-06-27,Treat word similar century situation me against.
4405,731,Debit,2723.68,2023-01-13,More live quality box nothing industry woman.
4406,479,Debit,3551.82,2023-04-05,Buy water operation indeed top.
4407,780,Credit,421.85,2022-08-19,Back hold skin it these measure.
4408,345,Credit,4412.74,2020-08-19,Street throw hold. Win long else ever be course.
4409,550,Debit,3346.44,2024-04-02,Think thank some behind.
4410,770,Debit,218.9,2021-08-31,
4411,203,Credit,3850.66,2021-07-10,
4412,186,Debit,4966.2,,Ready without since him media note.
4413,614,Credit,4011.23,2023-08-23,Myself note other this evidence sea finally.
4414,667,Credit,4449.16,2023-09-16,Child win paper none nation reason stage.
4415,669,Debit,3046.69,2020-12-02,Ask high model cold cover institution.
4416,387,Credit,1305.7,2022-09-28,Day remember policy degree.
4417,854,Debit,1269.89,,Identify hot tree kid something town.
4418,155,Debit,2301.87,2021-07-14,Start magazine term American agent site.
4419,639,Credit,132.56,2022-08-23,
4420,966,Debit,2956.53,2023-12-02,Involve agree loss cultural student right fund.
4421,498,Debit,3013.67,,
4422,424,Debit,4253.52,,Claim charge decide heart few able group we.
4423,146,Debit,375.01,2024-04-06,Price set home tonight heavy.
4424,370,Debit,333.22,2020-03-02,
4425,147,Credit,4534.95,2024-06-07,
4426,491,Debit,4517.47,2023-12-10,Do call early Congress my ok.
4427,841,Credit,4965.87,2024-08-31,
4428,892,Credit,2047.6,2023-11-14,
4429,523,Credit,4599.72,2021-01-29,
4430,856,Credit,2378.88,2021-06-21,Goal statement left.
4431,365,Credit,4914.28,2020-12-23,
4432,401,Credit,2038.06,2022-12-15,Oil social shoulder can someone radio truth wear.
4433,455,Debit,2673.04,2020-02-14,Several sea mother cultural.
4434,402,Debit,4342.51,2023-05-07,New cut nation.
4435,124,Credit,4434.75,2022-01-21,
4436,232,Credit,2753.57,2020-10-28,
4437,689,Debit,2172.86,,Eight truth nature wife race entire effect.
4438,829,Credit,2833.2,2022-10-03,Grow open institution focus left large.
4439,259,Debit,4161.52,2020-02-15,
4440,441,Credit,3632.92,2023-03-16,Member would night season.
4441,512,Debit,3213.3,2020-02-20,Region security site. Among science quickly.
4442,321,Debit,558.65,2019-10-24,
4443,361,Debit,1278.62,2022-07-21,Cultural discuss with stuff.
4444,521,Credit,2334.22,2021-10-09,Animal Congress wall why ever listen weight.
4445,173,Credit,4425.18,2023-12-29,Level dark role. Small plant few ground stop.
4446,154,Credit,2539.5,2022-09-29,Reach any four again.
4447,604,Credit,212.88,2021-02-25,Firm very news process.
4448,771,Credit,3212.87,2023-11-03,
4449,164,Credit,3009.69,2020-01-16,Everybody later generation again.
4450,879,Debit,,2024-09-08,
4451,315,Debit,1108.11,2023-03-03,Teach candidate her in money.
4452,821,Debit,,2021-08-10,Stage detail large start.
4453,359,Debit,2268.27,2022-08-26,
4454,930,Credit,315.0,2023-05-31,Sing well message baby partner. Tree edge tough.
4455,795,Credit,2824.31,2022-09-24,
4456,329,Debit,,2019-09-26,Yeah person say detail.
4457,709,Credit,4755.62,2024-07-13,Cell young cultural loss story.
4458,527,Debit,1013.6,2021-10-03,Save them evidence space.
4459,813,Debit,2098.17,2021-05-08,Dog woman window week adult oil space.
4460,616,Debit,,2022-04-23,Others sister offer miss sit contain.
4461,652,Debit,3818.71,,Either president claim prepare. Off good realize.
4462,399,Debit,2180.97,2019-11-06,They represent law sell box.
4463,376,Credit,1038.45,2022-03-23,Blue moment cold together everyone.
4464,58,Debit,,2022-02-05,
4465,516,Debit,2872.93,2023-10-31,Black no film report.
4466,536,Debit,,2024-05-05,
4467,711,Debit,696.45,2024-04-18,Worker meet actually sea still daughter.
4468,917,Debit,535.73,2020-07-19,Show a head animal according tough.
4469,551,Credit,1895.83,2019-10-03,Method lay everybody make old lot.
4470,316,Credit,676.2,2023-07-12,I never strategy ready there inside.
4471,91,Debit,2955.56,2019-12-09,
4472,491,Debit,1669.89,2020-01-23,He risk big. Another out lead since beyond.
4473,967,Credit,405.33,,
4474,545,Debit,3835.28,2022-02-06,Prepare only she cause sea senior position your.
4475,86,Debit,2143.19,2023-04-24,
4476,518,Debit,4222.38,2024-09-03,Pick couple represent throughout though stay.
4477,115,Credit,3129.36,2023-03-03,Smile culture election role by.
4478,368,Debit,2594.49,2020-03-20,
4479,449,Credit,301.05,2021-10-09,Ago safe somebody door game stuff.
4480,404,Credit,1255.08,2020-06-16,Baby behavior skill most thought article throw.
4481,445,Debit,3533.14,2020-12-13,Race various property ball.
4482,430,Credit,4987.29,2024-01-10,Sit since at direction water what quickly garden.
4483,137,Credit,3795.04,2024-01-09,Exactly day box certainly reality.
4484,694,Debit,2328.39,2022-07-05,Effort thank performance daughter build.
4485,794,Credit,2293.54,2023-12-31,Next really letter particular.
4486,28,Credit,4547.37,2022-12-21,Record hand fly production.
4487,860,Credit,4764.7,2020-08-22,
4488,132,Credit,,2023-12-07,
4489,734,Credit,1468.92,2024-03-07,Claim bring fire try baby employee age.
4490,429,Debit,2383.86,2021-10-01,Up range almost author structure good.
4491,454,Debit,,2020-06-11,
4492,616,Debit,4716.5,,Cell miss house enjoy compare thank enough.
4493,62,Credit,2054.26,2024-05-12,Local lose trip. Stage bill right court beat.
4494,284,Debit,3595.0,2019-12-20,Suggest huge professional water price.
4495,469,Credit,2346.41,2023-11-01,Feeling city leader born culture be yes.
4496,671,Debit,1478.55,2023-04-13,Fact firm no marriage six around on.
4497,938,Debit,2280.68,2024-04-19,
4498,715,Credit,,2021-12-09,Able answer answer will watch industry wide free.
4499,513,Debit,3781.43,2023-08-03,Begin professional stage bank.
4500,879,Credit,,2021-05-17,
4501,153,Credit,2097.58,2023-02-04,Cause care assume just such know.
4502,253,Debit,747.34,,Include impact really apply also Mrs wear.
4503,15,Credit,2184.93,2020-08-10,Suggest mean table or. Bar present party article.
4504,1,Debit,934.45,2019-12-23,One middle within draw report PM require program.
4505,986,Debit,292.08,2020-04-11,
4506,932,Debit,1335.96,2023-06-05,Network fear person.
4507,681,Debit,2900.11,2023-03-08,Medical bar every perhaps.
4508,299,Debit,350.2,2020-10-10,Show attorney interest with old.
4509,885,Debit,1101.4,2021-02-25,Necessary head tend.
4510,676,Credit,4707.85,2023-03-25,Country apply report happen.
4511,874,Credit,644.18,2024-01-08,Kitchen available produce politics necessary.
4512,464,Debit,2088.79,2021-09-09,
4513,524,Credit,2688.13,2022-06-28,
4514,856,Credit,,2022-11-14,See thank result forget claim person thing up.
4515,558,Credit,2139.65,2024-09-09,Machine class account power table build not not.
4516,49,Credit,289.49,2022-10-12,Sit administration common.
4517,427,Credit,262.47,,Consider put yet field benefit street cultural.
4518,794,Debit,1215.55,2020-03-07,
4519,579,Credit,1985.46,2020-09-15,Painting structure process southern.
4520,61,Credit,534.25,2021-11-06,Son full certain run visit sure.
4521,864,Debit,870.22,2024-07-07,Seem also body cover six.
4522,197,Credit,1924.48,2021-06-30,Car likely itself mouth.
4523,628,Debit,3079.06,2024-02-29,Feel hundred set remain life.
4524,86,Debit,4721.37,2022-02-24,
4525,72,Credit,,2023-11-13,Help entire develop consumer arm attack.
4526,808,Credit,1000.55,2023-08-18,Buy figure language hit speech allow true left.
4527,655,Debit,3988.66,2020-12-09,Leader music hard alone recently.
4528,835,Debit,1427.43,2023-12-21,
4529,761,Credit,394.98,2023-07-18,
4530,831,Credit,1111.06,2021-07-07,Site Democrat whatever sell everyone enter.
4531,888,Debit,259.53,2019-11-24,Particular family they keep officer property per.
4532,320,Credit,,2021-02-04,Ten against pass each conference.
4533,105,Credit,418.87,2023-10-12,
4534,937,Debit,2146.15,2021-01-02,Husband anyone experience tree standard time.
4535,54,Credit,708.2,2022-07-22,Yet son top campaign about scene property.
4536,995,Debit,3704.33,2023-11-15,
4537,37,Debit,502.78,2022-11-24,Near second environment response assume.
4538,654,Debit,994.7,2020-01-07,International low always throughout economic her.
4539,382,Credit,2239.36,2022-02-10,Dream check me other.
4540,482,Debit,2774.74,2021-11-05,Power field crime federal job.
4541,323,Credit,1979.9,2020-03-08,Chair born however follow.
4542,743,Debit,1655.56,2023-02-19,Open quickly both affect edge fight put.
4543,1,Credit,1550.12,2022-08-15,Scientist cause third take. Oil huge five list.
4544,580,Credit,3434.74,2022-12-26,
4545,989,Credit,949.21,2024-07-29,Ball near mission include tell.
4546,222,Debit,1563.49,2020-12-09,Include late address may this customer.
4547,882,Debit,304.59,2020-05-09,May action for ask election herself bank manage.
4548,934,Debit,4854.18,2022-10-23,Everybody record military writer all matter.
4549,619,Debit,2952.58,2022-07-23,Air them central work available.
4550,679,Debit,2059.57,2020-03-08,Civil father subject seven ground old.
4551,358,Credit,2783.23,2021-02-20,Bag stand where exist wait skin quality.
4552,934,Debit,3590.1,2022-12-02,Specific give keep instead suffer.
4553,80,Debit,3315.25,2019-12-08,Ready window these something.
4554,427,Debit,3840.36,2021-03-10,
4555,883,Debit,1854.03,2021-05-24,Low whole ago indeed something peace.
4556,773,Debit,2453.97,2020-04-18,
4557,538,Debit,712.55,2020-11-17,Rise consider person usually action example.
4558,155,Debit,3249.4,2022-03-11,
4559,343,Debit,2643.93,2021-07-01,Cut appear medical fast teacher.
4560,876,Credit,3120.44,2022-06-26,Husband here suddenly high car director road.
4561,690,Debit,3122.11,2020-03-27,Likely relationship husband.
4562,448,Debit,1613.34,2020-02-19,Down summer discussion nearly trial trade.
4563,186,Credit,846.89,2020-09-23,Various crime line effect resource hundred.
4564,475,Credit,2894.04,2020-09-18,Leg first when because out your.
4565,732,Credit,2361.39,2024-02-10,
4566,97,Debit,3843.63,2023-10-29,
4567,957,Credit,,2023-06-25,
4568,845,Debit,4617.14,2024-06-24,But build commercial street minute.
4569,441,Credit,1208.03,2022-01-18,Rock city establish how marriage follow.
4570,754,Debit,,,Will measure various represent forward medical.
4571,890,Credit,2082.02,2021-12-19,
4572,243,Debit,2906.62,2023-01-06,Season effect church coach.
4573,265,Debit,2644.2,2021-11-19,Wind mission hard.
4574,503,Debit,438.36,2020-04-18,Since reason so guess.
4575,302,Credit,4818.81,2020-12-25,
4576,332,Debit,2338.97,2022-02-02,East decide read rest without chair range.
4577,779,Debit,2692.11,2020-11-29,
4578,469,Credit,,2021-05-20,
4579,992,Debit,2610.38,2020-08-26,Defense likely character newspaper few.
4580,863,Debit,4346.24,2021-06-20,Surface political make gun hospital successful.
4581,840,Debit,3755.89,2024-06-15,Enter happy sit red join official.
4582,875,Debit,2689.13,2024-07-21,
4583,897,Credit,821.62,2022-04-05,
4584,759,Credit,,2022-12-18,Hundred successful series food during.
4585,812,Debit,451.01,2020-07-01,Our response letter kitchen after.
4586,557,Debit,2749.58,2020-08-11,Bad seat hair all kid type citizen.
4587,50,Credit,1506.3,2024-07-31,In data job west sell.
4588,973,Credit,4618.29,2021-11-08,Conference hair green knowledge.
4589,447,Debit,922.96,2023-08-30,Religious best leave help.
4590,727,Credit,3825.82,2023-12-08,Alone walk approach contain turn.
4591,432,Credit,1033.3,2022-10-17,Woman catch key.
4592,384,Credit,3507.09,2022-02-26,
4593,559,Credit,2399.62,2023-05-19,General inside item beat six six same sometimes.
4594,277,Credit,2824.38,2022-05-10,Cell though conference land example value.
4595,956,Credit,694.61,2022-07-13,
4596,326,Debit,315.01,2019-10-16,
4597,723,Credit,4292.95,2020-04-17,Get head leg hospital subject sister scene.
4598,988,Debit,4747.61,2021-04-18,
4599,729,Debit,3835.41,2020-07-12,Born case special must hour despite woman.
4600,326,Debit,4841.76,2021-08-19,Often itself of effect why development candidate.
4601,708,Debit,345.73,2021-08-17,Debate detail that moment.
4602,331,Credit,,2020-10-09,Remain data score everyone.
4603,831,Credit,672.93,2023-05-05,Moment popular nothing force.
4604,334,Debit,2163.19,2021-07-01,
4605,519,Debit,1906.19,2023-04-17,Decide offer growth throughout eye something.
4606,708,Debit,1981.77,2024-01-26,Voice ever writer car good.
4607,453,Debit,3416.34,2020-08-17,
4608,163,Debit,4104.09,2023-04-19,Old alone bring.
4609,3,Debit,1503.14,2022-11-21,Social gun teacher international.
4610,886,Credit,2714.95,2020-07-15,
4611,32,Debit,3996.66,2022-09-25,Pass develop choice send accept citizen.
4612,835,Debit,4115.86,2023-05-19,Direction stock someone expect short sometimes.
4613,775,Debit,781.94,2023-11-07,Whatever ok shoulder suffer.
4614,756,Debit,1031.29,2022-06-26,
4615,637,Debit,2344.82,2024-04-14,Thought condition him follow trade.
4616,543,Credit,318.73,2020-09-01,Hold its current amount idea.
4617,85,Debit,634.36,2023-07-18,Final through also subject.
4618,90,Credit,573.99,2022-11-11,Whom front could number source.
4619,327,Debit,671.34,2021-10-23,Behind industry adult. Family talk have.
4620,758,Credit,1650.15,2022-09-11,
4621,487,Debit,195.04,2021-04-26,
4622,940,Debit,242.63,2020-04-08,
4623,256,Credit,,2024-04-13,Bad method their any.
4624,301,Credit,4632.23,2020-03-19,Herself sure which act either southern.
4625,384,Credit,555.33,2019-09-25,Population address process finish expect.
4626,908,Credit,,2023-08-21,Maintain their movie.
4627,127,Credit,1007.8,2019-09-23,
4628,860,Debit,204.67,,Boy seek government.
4629,773,Debit,762.92,2020-06-23,Better road particular soon medical local.
4630,230,Credit,4285.41,2020-01-22,
4631,938,Debit,3237.02,2019-10-07,
4632,650,Debit,4612.47,2023-12-29,
4633,686,Debit,1248.89,2021-01-02,
4634,587,Debit,1717.29,2024-07-02,Note foot beyond kitchen.
4635,519,Debit,659.75,2020-01-24,Far their child floor. Detail expect bed prove.
4636,450,Debit,857.44,,
4637,227,Credit,19.86,2022-02-12,Military visit remember majority.
4638,66,Debit,4349.58,2023-02-02,Food wife result fill center shake answer.
4639,828,Debit,288.43,2020-04-05,Quite understand name analysis say start society.
4640,112,Debit,2629.89,2024-05-09,
4641,799,Credit,3758.42,2024-05-07,
4642,578,Debit,2412.59,2023-03-27,Third east argue. Force chair news local.
4643,962,Credit,2094.65,2024-05-22,Power pick key doctor community available.
4644,826,Debit,207.48,2024-01-21,Also method fly also.
4645,584,Debit,1147.97,2021-10-01,Remain key kid thank cell.
4646,9,Debit,1820.51,2024-05-07,That read friend performance offer.
4647,30,Credit,3720.06,2021-07-21,Smile quite capital learn itself.
4648,435,Credit,1483.73,2023-03-19,Production sign speech film size size.
4649,212,Credit,2376.23,2021-06-07,Alone now able.
4650,24,Credit,2575.78,2021-02-22,Improve carry yard.
4651,178,Credit,3032.12,2022-08-22,With spend street build create left part then.
4652,677,Debit,4127.67,2024-09-08,
4653,482,Credit,1003.99,2021-12-03,
4654,292,Debit,1491.68,2020-03-23,Possible table collection believe poor.
4655,642,Debit,2848.39,2020-03-12,Third policy standard resource.
4656,764,Credit,1607.19,2024-05-23,Because memory social spend station.
4657,887,Debit,4285.82,2022-06-10,Their pass suddenly get coach success inside.
4658,807,Credit,1902.95,2021-09-28,
4659,299,Credit,3121.37,2023-11-04,Benefit word evidence involve.
4660,297,Debit,525.83,2021-03-11,Six list road thought local religious positive.
4661,157,Credit,3626.82,2020-11-20,
4662,15,Debit,1528.75,2023-12-30,Tough suffer main ability describe use.
4663,228,Credit,3966.67,2020-09-12,Impact back its wide.
4664,472,Credit,3785.7,2023-06-16,
4665,554,Debit,4425.97,2023-01-13,Process other meet learn speak this oil once.
4666,886,Debit,2604.28,2024-08-30,Fall myself early security task able leader.
4667,446,Credit,770.66,2020-07-04,Human feeling mother high enough seem activity.
4668,307,Credit,3815.54,2022-06-08,
4669,326,Debit,2155.28,2020-05-20,Use plan military. Rise interesting blue able.
4670,479,Credit,2851.88,2019-12-19,
4671,227,Credit,1703.83,2020-04-04,Executive people summer sure huge PM.
4672,58,Debit,3833.3,2021-03-19,Attention add those less company a.
4673,932,Debit,2396.8,2021-05-31,Mouth spend financial allow guess.
4674,466,Credit,1024.58,2020-09-09,Poor writer senior.
4675,167,Credit,4691.73,2023-04-08,Her run view summer require among hundred.
4676,114,Credit,4707.29,2023-03-24,
4677,14,Credit,3892.79,2021-01-10,If pretty quickly soon scientist during.
4678,925,Credit,2086.09,2020-02-18,Church set career up.
4679,628,Credit,4361.83,2023-06-04,Meet scene song something.
4680,310,Debit,4385.94,2023-06-05,Wrong young must watch beyond.
4681,514,Debit,2214.6,2019-11-14,Practice relate employee owner serve on.
4682,582,Credit,4958.83,2021-06-15,Son space know appear.
4683,109,Debit,4863.01,2022-09-22,
4684,906,Credit,2237.27,2024-04-29,Water discuss situation especially because.
4685,589,Credit,1305.43,2020-03-02,Responsibility scene member real program oil.
4686,965,Credit,2743.48,2024-09-08,Owner apply reach.
4687,559,Debit,2732.01,2022-04-03,
4688,162,Credit,92.98,2021-02-28,Financial social office entire.
4689,737,Credit,218.81,2024-04-02,Fund scene enough letter adult along beat.
4690,67,Debit,4803.7,2022-04-25,Professor lead respond just that although.
4691,646,Credit,2018.78,2023-12-10,Test care coach measure arrive.
4692,471,Debit,2712.79,2022-07-05,Scientist song red science often professional.
4693,184,Debit,3536.71,,City practice national air head lot position.
4694,734,Debit,4722.39,2023-01-27,
4695,647,Debit,2541.03,2020-11-25,Consider easy will commercial effect.
4696,708,Credit,2607.58,2021-12-08,Care trade thus television year.
4697,103,Debit,2966.62,2019-10-01,Purpose first boy institution similar note smile.
4698,342,Debit,,2022-05-09,Whom send middle us together exist.
4699,172,Credit,4746.29,2022-04-14,Capital bit difficult wish six.
4700,105,Credit,4428.78,2021-07-18,Though shoulder either mean.
4701,147,Credit,4455.92,2023-06-25,House treat group arrive development leader.
4702,217,Debit,2248.39,2022-08-30,Claim recognize administration energy argue.
4703,114,Credit,1325.67,2023-12-07,Describe challenge make fund.
4704,329,Credit,2605.62,2023-12-20,
4705,928,Debit,510.73,2019-11-10,
4706,224,Credit,2880.03,2022-12-17,Own notice improve over.
4707,776,Credit,4501.9,2022-10-04,Education sea now cover reach myself wonder.
4708,892,Debit,4735.74,2023-08-22,
4709,599,Credit,597.59,2022-04-28,Collection what degree truth.
4710,537,Debit,,2021-10-01,Attack financial ever end policy win price.
4711,449,Debit,,2023-02-12,Smile recently picture hundred.
4712,378,Debit,728.71,2022-12-20,Town report fight daughter figure maybe.
4713,544,Debit,727.27,2021-08-11,Money away might final however indicate.
4714,51,Credit,192.95,2020-04-08,Stand far sometimes ability.
4715,277,Debit,445.58,2023-10-06,At international poor large word.
